,id,leader_string,DTW string,time,string_number
0,57,64.0,1.1879547352098878,13.2,
1,305,49.0,5.365440758904707,26.4,
2,49,474.0,2.092107220649821,74.8,
3,69,868.0,1.1068329351115778,115.6,
4,69,868.0,0.9921040922498663,120.6,
5,1216,65.0,0.641636714582065,135.4,
6,96,64.0,1.2116940437433628,136.8,
7,1216,65.0,0.4381840784505249,140.4,
8,96,64.0,0.7102266514512977,141.8,
9,1216,65.0,0.4272864506895689,145.4,
10,96,64.0,0.6270961955918306,146.8,
11,1216,65.0,0.445914833426035,150.4,1.0
12,96,64.0,0.6161538085395453,151.8,
13,1216,65.0,0.6031797406900573,155.4,
14,96,64.0,0.964415486267716,156.8,
15,1216,65.0,0.543478660309974,160.4,
16,96,64.0,0.36428926078324425,161.8,
17,1216,65.0,0.36049937678647775,165.4,
18,65,64.0,1.9328058576519354,165.6,
19,1429,1275.0,0.5970011048412076,168.0,
20,1216,65.0,0.3684479711153116,170.4,
21,69,868.0,0.7515751259740714,170.6,
22,65,64.0,1.080585669682573,170.6,
23,1429,1275.0,0.5538905407227419,173.0,
24,1216,65.0,0.390342965297389,175.4,2.0
25,69,868.0,0.8706970342957466,175.6,
26,1429,1275.0,0.737394087835763,178.0,
27,69,868.0,0.704413455132995,180.6,
28,65,64.0,1.7112763037793952,180.6,
29,1429,1275.0,0.7714627253483392,183.0,
30,69,868.0,0.7014865194816717,185.6,
31,65,64.0,1.5904833038426172,185.6,
32,1429,1275.0,1.1061519455243518,188.0,
33,69,868.0,0.7642320728377101,190.6,
34,65,64.0,1.084069177988377,190.6,
35,1429,1275.0,1.2214310773377128,193.0,
36,69,868.0,0.308544292279935,195.6,
37,49,1323.0,0.4491986714552463,196.7,
38,69,868.0,0.5448858054292092,200.6,
39,49,1323.0,0.38278321797887865,201.7,
40,69,868.0,0.34077392164650455,205.6,
41,49,1323.0,0.4714809714556267,206.7,
42,49,1323.0,0.3527004533052254,211.7,
43,49,1323.0,,216.7,
44,59,1186.0,0.46869255975391755,229.9,
45,65,64.0,1.0781381895503674,15.6,
46,88,64.0,1.9391118835515404,15.6,
47,65,64.0,1.3417468841216993,20.6,
48,59,56.0,0.44581849516749217,26.9,
49,65,64.0,1.7211898299614412,30.6,
50,59,56.0,0.8073244458719397,31.9,
51,96,48.0,1.1181371133575873,37.1,
52,59,56.0,0.8434684433174668,41.9,
53,96,48.0,1.0569689406245633,42.1,
54,59,56.0,0.8424220113878611,46.9,
55,96,48.0,1.1017546064728636,47.1,
56,59,56.0,0.8406767600673591,51.9,
57,59,56.0,0.8399408087698312,56.9,3.0
58,96,48.0,1.7458529671943306,57.1,
59,96,48.0,1.5517004374359615,62.1,
60,96,48.0,1.129711548692328,67.1,
61,59,56.0,0.11413488378628751,71.9,
62,96,48.0,1.1629922653023672,72.1,
63,59,56.0,0.16055481556281553,76.9,
64,96,48.0,0.7070924906064844,77.1,
65,59,56.0,0.1720771670962568,81.9,
66,96,48.0,0.5615989494250545,82.1,
67,59,56.0,0.5635935566811929,86.9,
68,96,48.0,0.5326557472166528,87.1,
69,59,56.0,0.30911482579361294,91.9,
70,96,48.0,1.592659557361012,92.1,
71,59,56.0,0.2354879167841075,96.9,
72,96,48.0,1.0596365019207592,97.1,
73,96,48.0,1.1811785715966248,102.1,
74,96,48.0,3.4360558469262057,107.1,
75,65,64.0,0.9531007843011013,115.6,
76,65,64.0,1.3768050224858406,120.6,
77,59,56.0,0.7600722375228172,136.9,
78,59,56.0,1.2953088502663623,141.9,
79,59,56.0,0.33535147590044395,146.9,
80,59,56.0,0.3537403014909404,151.9,
81,59,56.0,0.5644259260899266,156.9,
82,59,56.0,0.6664314529109746,161.9,
83,1323,48.0,0.9714061890999641,170.2,
84,1972,1927.0,1.092418034039771,170.3,
85,1835,1806.0,3.4768633145902967,172.1,
86,1323,48.0,1.3162790733971255,175.2,
87,1972,1927.0,0.4528923347168392,175.3,
88,1323,48.0,1.4106380694735356,180.2,
89,63,493.0,0.6166983947743477,185.3,
90,2021,1822.0,1.5203449427462328,189.5,4.0
91,63,493.0,0.6028693166629762,190.3,
92,2021,1822.0,0.3970514826630616,194.5,
93,1972,1704.0,1.2704997946913734,197.0,
94,2021,1822.0,0.428182345295229,199.5,
95,1822,1742.0,0.6320707298738588,200.8,
96,1972,1704.0,1.3122088449770812,202.0,
97,1822,1742.0,0.9917884107977581,205.8,
98,1972,1704.0,1.016088540730018,207.0,
99,1822,1742.0,0.8777350635272883,210.8,
100,1972,1704.0,0.6821333888903953,212.0,5.0
101,1822,1742.0,1.057906087984587,215.8,
102,1972,1704.0,0.22004461552532548,217.0,
103,1822,1742.0,0.7976044000284894,220.8,
104,1972,1704.0,0.22980700930566297,222.0,
105,2027,1951.0,2.5298463320751314,222.5,
106,1822,1742.0,1.2147984666394216,225.8,
107,1972,1704.0,0.1945356504816568,227.0,
108,2027,1951.0,1.973443059428292,227.5,
109,1927,1835.0,0.1564189763508226,230.5,
110,1822,1742.0,1.103880530668169,230.8,
111,1972,1704.0,0.031754403419207704,232.0,
112,54,62.0,1.459102799338728,105.7,
113,54,62.0,0.6803088383483797,110.7,
114,62,902.0,1.6021094746891174,110.9,
115,62,902.0,0.9673728464131087,115.9,
116,62,902.0,0.658439575079071,120.9,
117,62,902.0,1.0806119287179894,125.9,
118,62,902.0,1.5428426592973676,130.9,
119,62,902.0,1.5526973807220812,140.9,
120,62,902.0,1.3825777942267317,145.9,
121,1480,1631.0,0.9069875796868773,149.4,
122,61,1631.0,1.048357372764057,149.4,
123,62,902.0,1.3024671254105264,150.9,
124,62,902.0,1.1809996427449618,155.9,
125,1789,1667.0,2.756405414500965,156.6,
126,62,902.0,2.1043958107311727,160.9,
127,1789,1667.0,1.038182414116594,161.6,
128,1625,336.0,1.4876590503858353,163.6,
129,62,902.0,0.7664846166577712,165.9,
130,1789,1667.0,0.4858497985448833,166.6,
131,1625,336.0,1.3506735920845614,168.6,
132,62,1159.0,0.945313285237431,169.1,
133,62,902.0,1.4690938727380447,170.9,
134,1789,1667.0,0.5979647300887786,171.6,
135,1625,336.0,1.2225135005521337,173.6,
136,62,902.0,0.9506726858236856,175.9,
137,1789,1667.0,0.9863452386489152,176.6,
138,62,902.0,1.2872141862346487,180.9,6.0
139,1789,1667.0,1.019491198297534,181.6,
140,62,902.0,0.9890474291545372,185.9,
141,1789,1667.0,1.644284496949516,186.6,
142,1625,336.0,0.6887632088690085,188.6,
143,62,902.0,0.6198852385344515,190.9,
144,1789,1667.0,0.9531902049773487,191.6,
145,1625,336.0,0.5457935684840223,193.6,
146,62,902.0,0.42510567008021877,195.9,7.0
147,1789,1667.0,0.9420519541686384,196.6,
148,2133,1845.0,1.5049705871255377,197.5,
149,1625,336.0,0.5066428207197463,198.6,
150,62,902.0,0.9419770706662389,200.9,
151,1789,1667.0,0.8265698685271178,201.6,
152,1625,336.0,0.6720572860630396,203.6,
153,1789,1667.0,0.5961689333014448,206.6,
154,1625,336.0,0.8134410318171796,208.6,
155,1789,1667.0,0.3450280168853452,211.6,
156,1625,336.0,0.20148821553353202,213.6,
157,1789,1667.0,0.5197036951004197,216.6,8.0
158,1625,336.0,0.17447868457766916,218.6,
159,2265,2183.0,0.5703155621276542,221.2,
160,1789,1667.0,0.43850964956176747,221.6,
161,2265,2183.0,0.23335937007622215,226.2,
162,1789,1667.0,0.3112836405250112,226.6,
163,2265,2183.0,0.22349235055771438,231.2,
164,1789,1667.0,0.24313634456808425,231.6,
165,222,119.0,1.5975185779060592,25.1,
166,88,222.0,1.313013246704576,66.9,9.0
167,474,88.0,1.009535601692953,107.6,
168,474,88.0,1.2196818866722232,112.6,
169,474,88.0,1.1210302418606164,117.6,
170,1501,1540.0,0.6144797952492281,135.4,
171,786,474.0,1.3931283679075763,137.6,
172,1501,1540.0,0.6332328301500645,140.4,
173,786,474.0,0.6977963650802269,142.6,
174,786,474.0,0.6351959559753754,147.6,
175,786,474.0,0.6644746505070114,152.6,
176,786,474.0,0.601589981897045,157.6,
177,786,474.0,0.5968631900129324,162.6,
178,786,474.0,0.3953983312385137,167.6,
179,786,474.0,0.2512999178225616,172.6,10.0
180,786,474.0,0.24990288992971274,177.6,
181,1978,1967.0,1.9326238095923927,181.5,
182,786,474.0,0.2761207038976032,182.6,
183,1978,1967.0,2.010179726651596,186.5,
184,786,474.0,0.2738311310308435,187.6,
185,1805,665.0,0.9568601506740612,187.9,
186,1857,1806.0,0.502381516029603,188.7,
187,583,1159.0,0.7516374874716625,191.4,
188,786,474.0,0.2682299236364166,192.6,11.0
189,1857,1806.0,0.5118874161317597,193.7,
190,583,1159.0,1.0978141309165026,196.4,
191,1978,1967.0,1.3410896245653918,196.5,
192,2177,1970.0,0.7581639174458922,196.7,
193,1949,1856.0,0.7496818727451934,197.4,
194,786,474.0,0.23440303582847036,197.6,
195,1805,665.0,0.8965836307997962,197.9,
196,1857,1806.0,1.544346245391354,198.7,
197,583,1159.0,0.3649639927104449,201.4,
198,1978,1967.0,1.7200024513269279,201.5,
199,2177,1970.0,0.743498576997746,201.7,
200,1949,1856.0,0.7495961161453366,202.4,
201,1805,665.0,2.019644658994253,202.9,12.0
202,1857,1806.0,0.5517208975899909,203.7,
203,583,1159.0,0.5017492912626638,206.4,
204,2177,1970.0,0.8277847715231962,206.7,
205,1949,1856.0,0.6096319569984366,207.4,
206,1805,665.0,0.8464649789617179,207.9,
207,1857,1806.0,0.4442241658506683,208.7,
208,2177,1970.0,0.8146325344430051,211.7,
209,1949,1856.0,0.6447218895339866,212.4,
210,1805,665.0,0.391316238208519,212.9,13.0
211,2320,2079.0,0.8117978874519818,213.1,
212,1857,1806.0,0.43166632752831713,213.7,
213,2177,1970.0,0.6112180568920648,216.7,
214,1949,1856.0,1.0516622893044878,217.4,
215,1805,665.0,0.3964832671232077,217.9,
216,2320,2079.0,0.44175238346091455,218.1,
217,1857,1806.0,0.16722368124199247,218.7,
218,2079,2133.0,0.695167206687028,220.8,
219,1978,1967.0,1.5047742459930253,221.5,
220,2177,1970.0,0.5081261780210656,221.7,
221,1949,1856.0,0.9401813094897172,222.4,
222,1805,665.0,0.5785451953140327,222.9,
223,1857,1806.0,0.6231694490338845,223.7,14.0
224,2079,2133.0,0.2695852191313876,225.8,
225,1978,1967.0,1.5067724414978434,226.5,
226,2177,1970.0,0.5503459040488321,226.7,
227,1949,1856.0,0.4305543948064603,227.4,
228,1805,665.0,0.4389814230008033,227.9,
229,1857,1806.0,0.9466033266265161,228.7,
230,2079,2133.0,0.26401560206763725,230.8,
231,1978,1967.0,1.7471806868907278,231.5,
232,2177,1970.0,0.11694880091341076,231.7,
233,1949,1856.0,0.57447199028322,232.4,15.0
