,id,leader_string,DTW string,time,string_number
0,35,24.0,1.4174421064939042,5.0,
1,122,163.0,3.257218063201432,7.3,
2,199,163.0,3.117403624520208,7.3,
3,214,163.0,28.179319625400296,7.3,
4,115,120.0,1.390213983442748,10.6,
5,163,120.0,2.5169569401307315,10.6,1.0
6,122,120.0,6.15988350445479,10.6,
7,199,120.0,7.03793592594871,10.6,
8,115,120.0,1.405744169706683,15.6,
9,122,163.0,3.920086182670013,17.3,
10,199,163.0,4.730940325067704,17.3,
11,199,122.0,0.4179399964383667,22.6,
12,115,120.0,0.958625332650429,30.6,
13,24,18.0,1.3953923218066275,35.0,2.0
14,115,120.0,0.7746228107434879,35.6,2.0
15,115,120.0,1.0868658248454977,40.6,2.0
16,163,115.0,0.9026783039308702,67.3,
17,575,74.0,0.6161034959748025,83.4,
18,575,74.0,0.7524100039301191,88.4,
19,74,122.0,0.8584339456204654,92.1,
20,575,122.0,1.6314539842962617,92.1,
21,575,74.0,0.7345339296998747,98.4,
22,575,74.0,0.4823678723198446,103.4,3.0
23,575,74.0,0.5369888512726819,108.4,3.0
24,575,74.0,0.4852242862457633,113.4,3.0
25,575,74.0,0.2786607221926661,143.4,3.0
26,1286,74.0,0.6789058088735779,143.4,
27,575,74.0,0.18453374478546575,148.4,
28,1286,74.0,0.7088793083681525,148.4,
29,26,25.0,0.6902929034127416,5.0,
30,21,25.0,0.8520099788474254,5.0,
31,55,44.0,3.3399475424806213,5.0,
32,53,44.0,9.904174919660747,5.0,4.0
33,129,64.0,1.2602031228356736,5.0,
34,21,26.0,0.41436604466048915,10.0,
35,129,64.0,1.3632303527279135,10.0,5.0
36,21,26.0,0.5152505043161275,15.0,5.0
37,64,128.0,1.4440259579843515,15.9,
38,21,26.0,0.3381588594013879,20.0,
39,64,128.0,1.3950163088930154,20.9,
40,21,26.0,0.3065556701201825,25.0,
41,64,128.0,1.7974767627833355,25.9,
42,36,27.0,1.434093648073098,29.6,
43,21,26.0,0.20966194031268037,30.0,
44,36,27.0,2.1645802294468104,34.6,
45,21,26.0,0.4740345061172354,35.0,
46,36,27.0,1.5697793406432663,39.6,6.0
47,55,128.0,1.3488290454435892,72.3,
48,55,128.0,1.2920119068276197,87.3,
49,55,128.0,1.353916007187769,92.3,
50,55,128.0,1.1806588413932728,97.3,
51,129,128.0,1.4302606861731726,97.3,
52,64,128.0,1.350588749608998,97.3,
53,55,128.0,1.1303778441087635,102.3,
54,129,128.0,0.9027071241725675,102.3,
55,64,128.0,1.0437545846509613,102.3,
56,129,55.0,0.7072146350207535,108.5,
57,64,55.0,0.9847746205776907,108.5,
58,129,55.0,0.6602781733350869,113.5,
59,64,55.0,1.052849383240024,113.5,
60,64,129.0,2.6259938162188163,118.5,
61,64,129.0,4.283793727575667,123.5,
62,128,32.0,1.2347316979722351,127.3,
63,64,129.0,5.147759301978767,128.5,
64,128,32.0,0.8278221550096138,132.3,
65,64,129.0,5.160549555886689,133.5,
66,55,128.0,0.48922679150600745,137.3,
67,64,129.0,5.298781369970664,138.5,7.0
68,427,1093.0,1.288684072994398,140.3,
69,55,128.0,0.5034538867692088,142.3,
70,427,1093.0,1.2924221590581784,145.3,
71,427,1999.0,0.7191457275610653,146.1,
72,427,1093.0,1.353666935607759,150.3,
73,427,1999.0,0.6092475165130443,151.1,
74,2389,2289.0,,5.0,
75,8,2289.0,,5.0,
76,15,2289.0,,5.0,8.0
77,3,2289.0,,5.0,
78,42,28.0,1.4368306397827533,5.0,
79,43,31.0,1.4633774100407373,5.0,
80,57,45.0,0.30264214855223315,5.0,9.0
81,198,118.0,2.064229568742316,8.3,
82,42,39.0,1.5039074345885661,9.6,
83,15,8.0,0.6092483432079667,10.0,
84,3,8.0,1.4541616481760833,10.0,
85,42,28.0,1.2405366020738804,10.0,
86,43,31.0,2.1291675760801625,10.0,
87,45,31.0,1.5003073622855922,10.0,
88,57,31.0,1.3867618436319455,10.0,
89,42,39.0,0.5647458335761789,14.6,
90,15,8.0,0.9911094597887581,15.0,
91,3,8.0,1.3800299118503507,15.0,
92,57,45.0,0.4502112311116539,15.0,10.0
93,15,2.0,2.293368053625211,15.4,
94,42,39.0,2.404832281099841,19.6,
95,15,8.0,1.7207926915350527,20.0,
96,57,45.0,0.39014653426408974,20.0,
97,15,2.0,1.2085107473243937,20.4,
98,43,40.0,5.440416578205076,23.9,
99,42,39.0,4.270415503283584,24.6,
100,15,8.0,1.420490665212988,25.0,
101,3,8.0,1.40690046594176,25.0,
102,57,45.0,0.8837145604178874,25.0,
103,39,23.0,0.9717356243181412,27.3,
104,3,15.0,2.0816795826443717,30.0,
105,41,33.0,0.6484743383309542,30.0,
106,57,45.0,0.6419587119547737,30.0,
107,39,23.0,1.3194276546158066,32.3,
108,3,15.0,2.8058682594286646,35.0,
109,41,33.0,0.7641675429332379,35.0,
110,57,45.0,0.5901091723810591,35.0,
111,118,61.0,4.6104446985149705,36.1,
112,39,23.0,1.1258706361087123,37.3,
113,41,33.0,0.6406040691934534,40.0,
114,57,45.0,0.4912271650324391,40.0,
115,41,33.0,0.45492085286468564,45.0,
116,57,45.0,1.829422313055834,45.0,
117,41,33.0,0.4127210961193937,50.0,
118,57,45.0,1.834912855682076,50.0,
119,41,33.0,0.26158133538549044,55.0,
120,41,33.0,0.31590652268445046,60.0,
121,41,33.0,0.1442088049910847,65.0,
122,41,33.0,0.1344163128549194,70.0,
123,41,33.0,1.111027698759247,75.0,
124,41,33.0,1.1201408590174682,110.0,
125,41,33.0,0.07882645251504937,115.0,
126,1990,25.0,0.5768275289486919,124.0,
127,1990,25.0,0.5011935123915514,129.0,
128,1990,25.0,1.2614506397952978,134.0,
129,199,129.0,0.5635199962979351,141.7,
130,1990,25.0,1.1229414571519902,144.0,
131,2289,1808.0,1.4396632693240747,144.0,
132,1999,1808.0,1.042872061682663,145.3,
133,199,129.0,0.5005861503621641,146.7,
134,25,1953.0,0.7239251591658147,148.3,
135,1990,1953.0,0.7970412600040867,148.3,
136,1999,1808.0,1.0458528319966518,150.3,
137,4,11.0,0.4737273690247124,5.0,
138,10,11.0,0.8732139643096057,5.0,
