,id,leader,time,DTW
0,30,22.0,5.0,5.052026863292138
1,30,22.0,10.0,3.7317882691780073
2,30,22.0,15.0,2.93957689563038
3,30,22.0,20.0,3.8688990989669967
4,30,22.0,25.0,5.234836620968898
5,30,22.0,30.0,6.594594813418219
6,30,22.0,35.0,5.213099813335522
7,30,22.0,40.0,4.83288922848856
8,30,22.0,45.0,2.3693418412262712
9,30,22.0,50.0,4.798504256224995
10,30,22.0,55.0,5.5562371856601835
11,30,22.0,60.0,5.7055787422932385
12,30,22.0,65.0,5.584332592851505
13,30,22.0,70.0,4.83143982165052
14,30,22.0,75.0,5.004745258900268
15,30,22.0,80.0,4.593066847336729
16,30,22.0,85.0,4.717889776393384
17,30,22.0,90.0,5.591868669561929
18,30,22.0,95.0,4.778853767180263
19,30,22.0,100.0,2.8417670253331173
20,30,22.0,105.0,5.47485716575015
21,30,22.0,110.0,4.213978387649989
22,30,22.0,115.0,4.844769648672383
23,30,22.0,120.0,3.1531184913389314
24,30,22.0,125.0,3.288058587805711
25,30,22.0,130.0,8.769850796254275
26,30,27.0,5.2,2.0414713121647994
27,30,27.0,10.2,1.7555365712723139
28,30,27.0,15.2,1.5900035676906257
29,30,27.0,20.2,1.6465933644364041
30,30,27.0,25.2,1.6113341178181837
31,30,27.0,30.2,1.4615670424762723
32,30,27.0,35.2,1.2205050243642004
33,30,27.0,40.2,1.5626613572228008
34,30,27.0,45.2,0.17825180155202908
35,30,27.0,50.2,0.7826894777109941
36,30,27.0,55.2,0.44421117310882935
37,30,27.0,60.2,1.4847967750787858
38,30,27.0,65.2,2.300442958930452
39,30,27.0,70.2,2.320353864118898
40,30,27.0,75.2,2.363672737956816
41,30,27.0,80.2,3.6657074204694844
42,30,27.0,85.2,4.622130570789635
43,30,27.0,90.2,6.100894307305622
44,30,27.0,95.2,6.0980981722004115
45,30,27.0,100.2,7.073201709942766
46,30,32.0,5.3,0.4809275133035816
47,30,32.0,10.3,0.4689581389389803
48,30,32.0,15.3,0.4724475051752796
49,30,32.0,20.3,0.47474260363248877
50,30,32.0,25.3,0.3809163541939199
51,30,32.0,30.3,0.9276468071570605
52,30,32.0,35.3,0.07427362180583374
53,30,32.0,40.3,0.4861162446586223
54,30,32.0,45.3,0.0979676229150193
